,City Name,Population,Age,Average Income,Percent of Men in City,Percent of Women in City,Per Capita Income,Median House Value,Racial Breakdown,County
840,Martins Creek,631,54.0,66438,51.8,48.2,31852,218000," [(['White alone'], ['611']), (['Two or more races'], ['8']), (['Hispanic'], ['7']), (['Black alone'], ['3']), (['Asian alone'], ['2'])] ",Northampton-County
841,Martinsburg,1921,53.4,38031,44.7,55.3,25112,124988," [(['White alone'], ['1,921']), (['Hispanic'], ['14']), (['Black alone'], ['11']), (['Two or more races'], ['9']), (['Asian alone'], ['2']), (['American Indian alone'], ['1'])] ",Blair-County
842,Marysville,2525,37.2,50489,46.1,53.9,27725,130393," [(['White alone'], ['2,364']), (['Hispanic'], ['40']), (['American Indian alone'], ['29']), (['Black alone'], ['26']), (['Two or more races'], ['26']), (['Asian alone'], ['6'])] ",Perry-County
843,Masontown,3399,42.9,34005,47.6,52.4,20859,83681," [(['White alone'], ['3,137']), (['Black alone'], ['180']), (['Two or more races'], ['75']), (['Hispanic'], ['30']), (['Asian alone'], ['13']), (['American Indian alone'], ['7']), (['Other race alone'], ['8'])] ",Fayette-County
844,Masthope,685,54.7,63442,50.8,49.2,30813,187492," [(['White alone'], ['585']), (['Hispanic'], ['60']), (['Black alone'], ['29']), (['Two or more races'], ['5']), (['American Indian alone'], ['2']), (['Asian alone'], ['2']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1']), (['Other race alone'], ['1'])]",Pike-County
845,Matamoras,2398,43.7,57879,45.9,54.1,29884,181263," [(['White alone'], ['1,992']), (['Two or more races'], ['137']), (['Hispanic'], ['137']), (['Asian alone'], ['20']), (['Other race alone'], ['22']), (['American Indian alone'], ['13']), (['Black alone'], ['9']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['6'])]",Pike-County
846,Mather,737,55.2,50916,44.5,55.5,25308,105996," [(['White alone'], ['709']), (['Hispanic'], ['11']), (['Black alone'], ['8']), (['Two or more races'], ['6']), (['American Indian alone'], ['3'])] ",Greene-County
847,Mattawana,276,34.9,43559,53.6,46.4,22481,103505," [(['White alone'], ['271']), (['Two or more races'], ['4']), (['Black alone'], ['1'])] ",Mifflin-County
848,Mayfield,1778,45.9,53614,49.3,50.7,27387,133710," [(['White alone'], ['1,755']), (['Hispanic'], ['20']), (['Black alone'], ['13']), (['Two or more races'], ['10']), (['Asian alone'], ['8']), (['American Indian alone'], ['1'])] ",Lackawanna-County
849,Maytown,3824,32.4,85124,52.7,47.3,27137,185728," [(['White alone'], ['3,509']), (['Hispanic'], ['143']), (['Two or more races'], ['74']), (['Black alone'], ['64']), (['Asian alone'], ['25']), (['American Indian alone'], ['5']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['4'])]",Lancaster-County
850,McAdoo,2230,37.3,37750,45.8,54.2,18580,74020," [(['White alone'], ['2,062']), (['Hispanic'], ['195']), (['Black alone'], ['16']), (['Two or more races'], ['16']), (['Asian alone'], ['7']), (['Other race alone'], ['4'])] ",Schuylkill-County
851,McAlisterville,971,35.4,52249,52.3,47.7,22433,136622," [(['White alone'], ['956']), (['Hispanic'], ['9']), (['Black alone'], ['4']), (['Asian alone'], ['2'])] ",Juniata-County
852,McCandless Township,27661,40.3,91043,47.6,52.4,48682,253329," [(['White alone'], ['27,303']), (['Asian alone'], ['926']), (['Black alone'], ['368']), (['Two or more races'], ['199']), (['Hispanic'], ['202']), (['American Indian alone'], ['13']), (['Other race alone'], ['9']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['2'])]",Allegheny-County
853,McChesneytown-Loyalhanna,3354,43.9,52002,48.1,51.9,28131,139276," [(['White alone'], ['3,385']), (['Black alone'], ['9']), (['Asian alone'], ['6']), (['Two or more races'], ['7']), (['Hispanic'], ['7']), (['American Indian alone'], ['1'])] ",Westmoreland-County
854,McClure,942,45.3,43030,52.4,47.6,21340,94681," [(['White alone'], ['916']), (['Two or more races'], ['14']), (['Hispanic'], ['9']), (['Asian alone'], ['2'])] ",Snyder-County
855,McConnellsburg,1049,40.2,36561,40.7,59.3,22241,139010," [(['White alone'], ['1,125']), (['Black alone'], ['49']), (['Two or more races'], ['36']), (['Hispanic'], ['6']), (['American Indian alone'], ['2']), (['Asian alone'], ['1']), (['Other race alone'], ['1'])] ",Fulton-County
856,McConnellstown,1194,39.9,46908,49.5,50.5,23054,125203," [(['White alone'], ['1,164']), (['Two or more races'], ['12']), (['Asian alone'], ['7']), (['Hispanic'], ['6']), (['American Indian alone'], ['3']), (['Black alone'], ['2'])] ",Huntingdon-County
857,McDonald,2107,44.2,44422,49.1,50.9,23757,123290," [(['White alone'], ['2,023']), (['Black alone'], ['66']), (['Hispanic'], ['23']), (['Two or more races'], ['18']), (['Asian alone'], ['10']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['5']), (['American Indian alone'], ['3']), (['Other race alone'], ['1'])]",Washington-County
858,McElhattan,598,51.2,48892,38.5,61.5,22916,124061," [(['White alone'], ['579']), (['Two or more races'], ['6']), (['Hispanic'], ['6']), (['American Indian alone'], ['5']), (['Black alone'], ['2'])] ",Clinton-County
859,McEwensville,280,39.7,58713,52.3,47.7,24222,124570," [(['White alone'], ['266']), (['Black alone'], ['9']), (['Two or more races'], ['3']), (['Asian alone'], ['1'])] ",Northumberland-County
860,McGovern,2742,44.8,66596,45.2,54.8,32926,198592," [(['White alone'], ['2,653']), (['Black alone'], ['39']), (['Hispanic'], ['26']), (['Two or more races'], ['16']), (['American Indian alone'], ['4']), (['Asian alone'], ['3']), (['Other race alone'], ['1'])] ",Washington-County
861,McKean,385,42.8,51264,52.3,47.7,26358,130611," [(['White alone'], ['375']), (['Two or more races'], ['6']), (['Black alone'], ['5']), (['American Indian alone'], ['1']), (['Hispanic'], ['1'])] ",Erie-County
862,McKees Rocks,6046,37.0,30396,49.3,50.7,22024,47610," [(['White alone'], ['3,864']), (['Black alone'], ['1,855']), (['Two or more races'], ['236']), (['Hispanic'], ['101']), (['Asian alone'], ['25']), (['Other race alone'], ['15']), (['American Indian alone'], ['8'])] ",Allegheny-County
863,McKeesport,19561,42.0,27133,46.2,53.8,18614,50018," [(['White alone'], ['11,354']), (['Black alone'], ['6,295']), (['Two or more races'], ['1,066']), (['Hispanic'], ['630']), (['Asian alone'], ['80']), (['Other race alone'], ['40']), (['American Indian alone'], ['8'])] ",Allegheny-County
864,McKnightstown,226,54.8,59300,38.4,61.6,28404,206900," [(['White alone'], ['214']), (['Asian alone'], ['5']), (['Hispanic'], ['4']), (['Two or more races'], ['3'])] ",Adams-County
865,McMurray,4647,46.7,105913,46.5,53.5,52902,329915," [(['White alone'], ['4,482']), (['Hispanic'], ['70']), (['Asian alone'], ['37']), (['Black alone'], ['32']), (['Two or more races'], ['21']), (['Other race alone'], ['4']), (['American Indian alone'], ['1'])] ",Washington-County
866,McSherrystown,3048,36.0,37494,42.8,57.2,21650,162185," [(['White alone'], ['2,783']), (['Hispanic'], ['160']), (['Black alone'], ['35']), (['Two or more races'], ['32']), (['Asian alone'], ['23']), (['American Indian alone'], ['5'])] ",Adams-County
867,McVeytown,335,50.2,50537,47.2,52.8,24360,91047," [(['White alone'], ['333']), (['Hispanic'], ['6']), (['Two or more races'], ['2']), (['Black alone'], ['1'])] ",Mifflin-County
868,Meadowlands,822,41.3,57998,39.1,60.9,32270,167100," [(['White alone'], ['788']), (['Black alone'], ['14']), (['Two or more races'], ['9']), (['Hispanic'], ['9']), (['American Indian alone'], ['2'])] ",Washington-County
869,Meadowood,2693,53.3,62213,47.4,52.6,32709,149919," [(['White alone'], ['2,624']), (['Black alone'], ['21']), (['Two or more races'], ['20']), (['Asian alone'], ['14']), (['Hispanic'], ['8']), (['Other race alone'], ['5']), (['American Indian alone'], ['1'])] ",Butler-County
870,Meadville,13238,36.5,34653,46.6,53.4,23361,105486," [(['White alone'], ['11,487']), (['Black alone'], ['676']), (['Two or more races'], ['420']), (['Hispanic'], ['320']), (['Asian alone'], ['179']), (['American Indian alone'], ['5'])] ",Crawford-County
871,Mechanicsburg,8969,41.8,54354,51.2,48.8,32018,172421," [(['White alone'], ['8,275']), (['Hispanic'], ['284']), (['Black alone'], ['133']), (['Asian alone'], ['86']), (['Two or more races'], ['83']), (['American Indian alone'], ['32']), (['Other race alone'], ['35'])] ",Cumberland-County
872,Mechanicsville,3009,47.4,64288,41.5,58.5,37899,199100," [(['White alone'], ['2,927']), (['Asian alone'], ['96']), (['Hispanic'], ['32']), (['Black alone'], ['28']), (['Two or more races'], ['15']), (['American Indian alone'], ['1'])] ",Montour-County
873,Media,5344,39.1,70247,42.6,57.4,43680,295859," [(['White alone'], ['4,415']), (['Black alone'], ['623']), (['Hispanic'], ['114']), (['Two or more races'], ['100']), (['Asian alone'], ['27']), (['American Indian alone'], ['17'])] ",Delaware-County
874,Mercersburg,1560,45.9,46769,52.7,47.3,28145,169992," [(['White alone'], ['1,414']), (['Black alone'], ['73']), (['Hispanic'], ['46']), (['Two or more races'], ['19']), (['Asian alone'], ['6']), (['Other race alone'], ['2']), (['American Indian alone'], ['1'])] ",Franklin-County
875,Mercer,1951,41.7,52596,50.8,49.2,27735,112850," [(['White alone'], ['1,930']), (['Two or more races'], ['23']), (['Black alone'], ['20']), (['Hispanic'], ['17']), (['Asian alone'], ['8']), (['American Indian alone'], ['3']), (['Other race alone'], ['1'])] ",Mercer-County
876,Meridian,3881,46.3,68325,50.6,49.4,36328,188522," [(['White alone'], ['3,785']), (['Hispanic'], ['41']), (['Two or more races'], ['25']), (['Black alone'], ['14']), (['Asian alone'], ['8']), (['American Indian alone'], ['4']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['3']), (['Other race alone'], ['1'])]",Butler-County
877,Mertztown,664,41.4,59286,61.4,38.6,29321,174800," [(['White alone'], ['636']), (['Hispanic'], ['15']), (['Two or more races'], ['8']), (['Asian alone'], ['4']), (['Black alone'], ['1'])] ",Berks-County
878,Meshoppen,565,38.4,52480,51.6,48.4,22333,123541," [(['White alone'], ['484']), (['Hispanic'], ['57']), (['Black alone'], ['10']), (['American Indian alone'], ['4']), (['Asian alone'], ['4']), (['Two or more races'], ['4'])] ",Wyoming-County
879,Messiah College,2215,19.9,63530,43.2,56.8,33912,200200," [(['White alone'], ['2,015']), (['Hispanic'], ['64']), (['Asian alone'], ['56']), (['Black alone'], ['49']), (['Two or more races'], ['27']), (['American Indian alone'], ['2']), (['Other race alone'], ['2'])] ",Cumberland-County
880,Mexico,472,52.4,40170,49.1,50.9,25449,141502," [(['White alone'], ['464']), (['Hispanic'], ['6']), (['Asian alone'], ['1']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Juniata-County
881,Meyersdale,2107,48.2,36573,48.6,51.4,21382,84610," [(['White alone'], ['2,152']), (['Two or more races'], ['12']), (['Hispanic'], ['7']), (['Asian alone'], ['5']), (['Black alone'], ['3']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['3']), (['American Indian alone'], ['2'])]",Somerset-County
882,Middleburg,1306,29.0,44706,49.0,51.0,20010,119285," [(['White alone'], ['1,265']), (['Black alone'], ['16']), (['Two or more races'], ['13']), (['Hispanic'], ['11']), (['American Indian alone'], ['4'])] ",Snyder-County
883,Middleport,397,47.3,53300,48.8,51.2,25255,60590," [(['White alone'], ['400']), (['Black alone'], ['4']), (['Two or more races'], ['1'])] ",Schuylkill-County
884,Middletown,8870,36.7,46889,48.7,51.3,25638,117666," [(['White alone'], ['6,992']), (['Hispanic'], ['837']), (['Black alone'], ['681']), (['Asian alone'], ['244']), (['Two or more races'], ['222']), (['American Indian alone'], ['4']), (['Other race alone'], ['4'])] ",Dauphin-County
885,Midland,2579,43.9,30487,43.7,56.3,16270,72912," [(['White alone'], ['1,874']), (['Black alone'], ['532']), (['Hispanic'], ['114']), (['Two or more races'], ['94']), (['American Indian alone'], ['7']), (['Asian alone'], ['7']), (['Other race alone'], ['7'])] ",Beaver-County
886,Midway,2125,50.8,44203,54.9,45.1,25817,164840," [(['White alone'], ['2,022']), (['Hispanic'], ['71']), (['Two or more races'], ['20']), (['Black alone'], ['5']), (['Asian alone'], ['4']), (['American Indian alone'], ['2']), (['Other race alone'], ['1'])] ",Adams-County
887,Mifflinburg,3531,44.0,46918,47.0,53.0,24294,143578," [(['White alone'], ['3,453']), (['Hispanic'], ['31']), (['Black alone'], ['22']), (['Two or more races'], ['19']), (['Asian alone'], ['9']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['3']), (['Other race alone'], ['2']), (['American Indian alone'], ['1'])]",Union-County
888,Mifflintown,931,34.7,41034,48.5,51.5,21492,87932," [(['White alone'], ['748']), (['Hispanic'], ['158']), (['Two or more races'], ['16']), (['Black alone'], ['5']), (['American Indian alone'], ['5']), (['Asian alone'], ['4'])] ",Juniata-County
889,Mifflinville,1253,48.9,46713,48.0,52.0,25119,139596," [(['White alone'], ['1,220']), (['Hispanic'], ['26']), (['Two or more races'], ['4']), (['Black alone'], ['2']), (['Other race alone'], ['1'])] ",Columbia-County
890,Mifflin,632,35.8,41538,55.7,44.3,20629,80354," [(['White alone'], ['546']), (['Hispanic'], ['89']), (['Two or more races'], ['3']), (['Black alone'], ['2']), (['American Indian alone'], ['2'])] ",Juniata-County
891,Milesburg,1095,34.3,50180,46.9,53.1,26728,155446," [(['White alone'], ['1,106']), (['Black alone'], ['5']), (['Asian alone'], ['5']), (['Hispanic'], ['3']), (['Two or more races'], ['2']), (['American Indian alone'], ['1']), (['Other race alone'], ['1'])] ",Centre-County
892,Milford Square,897,40.5,79936,40.9,59.1,40787,322400," [(['White alone'], ['850']), (['Two or more races'], ['15']), (['Hispanic'], ['14']), (['Black alone'], ['11']), (['Asian alone'], ['6']), (['American Indian alone'], ['1'])] ",Bucks-County
893,Milford,988,54.2,58312,50.5,49.5,40260,292139," [(['White alone'], ['934']), (['Hispanic'], ['56']), (['Two or more races'], ['17']), (['Black alone'], ['6']), (['Asian alone'], ['5']), (['American Indian alone'], ['2']), (['Other race alone'], ['1'])] ",Pike-County
894,Mill Creek,326,42.4,28796,51.4,48.6,21763,79108," [(['White alone'], ['321']), (['Asian alone'], ['3']), (['Two or more races'], ['2']), (['Black alone'], ['1']), (['American Indian alone'], ['1'])] ",Huntingdon-County
895,Mill Hall,1622,42.2,45261,50.9,49.1,25471,112641," [(['White alone'], ['1,577']), (['Asian alone'], ['11']), (['Two or more races'], ['11']), (['Hispanic'], ['8']), (['Black alone'], ['4']), (['American Indian alone'], ['2'])] ",Clinton-County
896,Mill Village,396,45.2,49906,51.9,48.1,23386,98742," [(['White alone'], ['401']), (['Two or more races'], ['8']), (['Asian alone'], ['2']), (['Black alone'], ['1'])] ",Erie-County
897,Millbourne,1162,30.5,33426,55.9,44.1,13515,141154," [(['Asian alone'], ['649']), (['Black alone'], ['230']), (['White alone'], ['119']), (['Hispanic'], ['99']), (['Two or more races'], ['47']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['7']), (['American Indian alone'], ['6']), (['Other race alone'], ['2'])]",Delaware-County
898,Millersburg,2534,45.2,43266,49.5,50.5,23262,92697," [(['White alone'], ['2,468']), (['Black alone'], ['30']), (['Hispanic'], ['30']), (['Two or more races'], ['21']), (['Asian alone'], ['6']), (['American Indian alone'], ['2'])] ",Dauphin-County
899,Millerstown,670,44.4,65568,52.4,47.6,28588,148042," [(['White alone'], ['648']), (['Hispanic'], ['14']), (['Two or more races'], ['6']), (['Asian alone'], ['2']), (['Other race alone'], ['2']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Perry-County
900,Millersville,8482,22.2,42923,46.5,53.5,20651,161922," [(['White alone'], ['7,227']), (['Black alone'], ['385']), (['Hispanic'], ['351']), (['Asian alone'], ['98']), (['Two or more races'], ['86']), (['American Indian alone'], ['13']), (['Other race alone'], ['5']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['3'])]",Lancaster-County
901,Millerton,316,49.2,50225,59.3,40.7,25553,134857," [(['White alone'], ['307']), (['Two or more races'], ['5']), (['Black alone'], ['2']), (['Asian alone'], ['2'])] ",Tioga-County
902,Millheim,886,41.5,69671,53.9,46.1,28003,157080," [(['White alone'], ['886']), (['Two or more races'], ['14']), (['Hispanic'], ['2']), (['Black alone'], ['1']), (['American Indian alone'], ['1'])] ",Centre-County
903,Millsboro,666,33.7,57998,49.5,50.5,32270,167100," [(['White alone'], ['648']), (['Two or more races'], ['13']), (['Black alone'], ['4']), (['Hispanic'], ['1'])] ",Washington-County
904,Millvale,3710,40.4,36660,51.3,48.7,23817,75192," [(['White alone'], ['3,461']), (['Black alone'], ['140']), (['Two or more races'], ['67']), (['Hispanic'], ['52']), (['American Indian alone'], ['10']), (['Asian alone'], ['9']), (['Other race alone'], ['5'])] ",Allegheny-County
905,Millville,957,40.3,52707,45.7,54.3,27521,135551," [(['White alone'], ['918']), (['Hispanic'], ['12']), (['Black alone'], ['7']), (['Two or more races'], ['6']), (['Asian alone'], ['3']), (['Other race alone'], ['2'])] ",Columbia-County
906,Millwood,566,38.7,56722,45.2,54.8,30677,149700," [(['White alone'], ['550']), (['Hispanic'], ['7']), (['Black alone'], ['6']), (['Asian alone'], ['2']), (['Two or more races'], ['1'])] ",Westmoreland-County
907,Milroy,1498,43.9,51433,43.0,57.0,22633,90839," [(['White alone'], ['1,462']), (['Two or more races'], ['18']), (['Asian alone'], ['7']), (['Hispanic'], ['7']), (['Black alone'], ['2']), (['American Indian alone'], ['2'])] ",Mifflin-County
908,Milton,6982,42.9,40918,49.6,50.4,23131,122287," [(['White alone'], ['6,111']), (['Hispanic'], ['399']), (['Black alone'], ['237']), (['Two or more races'], ['108']), (['American Indian alone'], ['59']), (['Asian alone'], ['21'])] ",Northumberland-County
