,City,Population,Age,Average Income,Percent of Men in City,Percent of Women in City,Per Capita Income,Median House Value,Racial Breakdown,County,Higher Degree,H.S Diploma,No H.S Diploma,ZipCode,Lat,Long
895,Zelienople,3718,46.1,52494,42.4,57.6,33380,197825," [(['White alone'], ['3,696']), (['Black alone'], ['34']), (['Two or more races'], ['28']), (['Hispanic'], ['26']), (['Asian alone'], ['22']), (['American Indian alone'], ['3']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['3'])]",Butler-County,42.915945,50.596342,6.4877129999999985,16063,40.78,-80.14
896,Byrnedale,427,33.4,49673,47.6,52.4,26723,95719," [(['White alone'], ['410']), (['Two or more races'], ['14']), (['Asian alone'], ['2']), (['Black alone'], ['1'])] ",Elk-County,29.261114000000006,62.282551,8.456335000000001,15827,41.31,-78.48
897,Force,253,28.7,49673,41.4,58.6,26723,95719," [(['White alone'], ['249']), (['Hispanic'], ['3']), (['Two or more races'], ['1'])] ",Elk-County,29.261114000000006,62.282551,8.456335000000001,15841,41.26,-78.49
898,James City,287,42.3,49673,53.6,46.4,26723,95719," [(['White alone'], ['286']), (['Two or more races'], ['1'])] ",Elk-County,29.261114000000006,62.282551,8.456335000000001,16734,41.62,-78.83
899,Johnsonburg,2405,45.8,42426,50.3,49.7,22883,48897," [(['White alone'], ['2,411']), (['Hispanic'], ['38']), (['Two or more races'], ['17']), (['Asian alone'], ['7']), (['American Indian alone'], ['5']), (['Black alone'], ['3']), (['Other race alone'], ['2'])] ",Elk-County,29.261114000000006,62.282551,8.456335000000001,15845,41.49,-78.67
900,Kersey,937,39.4,49673,60.1,39.9,26723,95719," [(['White alone'], ['927']), (['Hispanic'], ['5']), (['Two or more races'], ['3']), (['American Indian alone'], ['2'])] ",Elk-County,29.261114000000006,62.282551,8.456335000000001,15846,41.32,-78.6
901,Ridgway,3951,46.3,45737,49.3,50.7,26781,73813," [(['White alone'], ['3,969']), (['Two or more races'], ['30']), (['Black alone'], ['24']), (['Asian alone'], ['26']), (['Hispanic'], ['23']), (['Other race alone'], ['5']), (['American Indian alone'], ['1'])] ",Elk-County,29.261114000000006,62.282551,8.456335000000001,15853,41.42,-78.72
902,Weedville,542,56.9,49673,41.7,58.3,26723,95719," [(['White alone'], ['524']), (['Hispanic'], ['13']), (['American Indian alone'], ['2']), (['Asian alone'], ['1']), (['Other race alone'], ['1']), (['Two or more races'], ['1'])] ",Elk-County,29.261114000000006,62.282551,8.456335000000001,15868,41.26,-78.49
903,Wilcox,383,48.4,49673,49.8,50.2,26723,95719," [(['White alone'], ['373']), (['Two or more races'], ['4']), (['Hispanic'], ['4']), (['Black alone'], ['1']), (['Asian alone'], ['1'])] ",Elk-County,29.261114000000006,62.282551,8.456335000000001,15870,41.58,-78.68
904,Callensburg,204,38.5,40459,45.3,54.7,19573,72256," [(['White alone'], ['205']), (['Hispanic'], ['2'])] ",Clarion-County,29.055477000000003,59.458632,11.485891,16213,41.12,-79.55
905,Clarion,4817,24.0,28375,43.4,56.6,19610,121154," [(['White alone'], ['4,770']), (['Black alone'], ['256']), (['Asian alone'], ['98']), (['Two or more races'], ['82']), (['Hispanic'], ['51']), (['Other race alone'], ['15']), (['American Indian alone'], ['3']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Clarion-County,29.055477000000003,59.458632,11.485891,16214,41.21,-79.38
906,East Brady,927,45.3,38561,49.9,50.1,22141,90009," [(['White alone'], ['927']), (['Two or more races'], ['7']), (['Hispanic'], ['6']), (['Black alone'], ['1']), (['American Indian alone'], ['1'])] ",Clarion-County,29.055477000000003,59.458632,11.485891,16028,40.98,-79.61
907,Hawthorn,479,41.8,41652,43.5,56.5,19283,81496," [(['White alone'], ['493']), (['Two or more races'], ['1'])] ",Clarion-County,29.055477000000003,59.458632,11.485891,16230,41.02,-79.27
908,Knox,1122,44.8,50942,45.6,54.4,25110,99975," [(['White alone'], ['1,119']), (['Asian alone'], ['8']), (['Two or more races'], ['7']), (['Hispanic'], ['6']), (['Black alone'], ['5']), (['American Indian alone'], ['1'])] ",Clarion-County,29.055477000000003,59.458632,11.485891,16232,41.23,-79.53
909,New Bethlehem,959,47.3,34987,48.5,51.5,24739,86479," [(['White alone'], ['982']), (['Two or more races'], ['3']), (['Black alone'], ['1']), (['American Indian alone'], ['1']), (['Asian alone'], ['1']), (['Hispanic'], ['1'])] ",Clarion-County,29.055477000000003,59.458632,11.485891,16242,41.0,-79.32
910,Rimersburg,929,45.3,29415,49.9,50.1,18381,81911," [(['White alone'], ['931']), (['Two or more races'], ['7']), (['Black alone'], ['6']), (['Hispanic'], ['4']), (['Other race alone'], ['2']), (['Asian alone'], ['1'])] ",Clarion-County,29.055477000000003,59.458632,11.485891,16248,41.04,-79.5
911,Shippenville,464,41.4,48593,49.0,51.0,28331,87102," [(['White alone'], ['473']), (['Two or more races'], ['4']), (['Asian alone'], ['2']), (['Hispanic'], ['1'])] ",Clarion-County,29.055477000000003,59.458632,11.485891,16254,41.25,-79.46
912,Sligo,700,37.8,42618,48.4,51.6,22585,92500," [(['White alone'], ['706']), (['Asian alone'], ['7']), (['Black alone'], ['5']), (['Two or more races'], ['1']), (['Hispanic'], ['1'])] ",Clarion-County,29.055477000000003,59.458632,11.485891,16255,41.1,-79.49
913,Strattanville,536,43.9,45030,48.7,51.3,18895,74644," [(['White alone'], ['524']), (['Hispanic'], ['12']), (['Black alone'], ['5']), (['American Indian alone'], ['4']), (['Two or more races'], ['3']), (['Asian alone'], ['2'])] ",Clarion-County,29.055477000000003,59.458632,11.485891,16258,41.2,-79.32
914,Clarendon,443,38.3,36542,58.7,41.3,18935,57722," [(['White alone'], ['444']), (['Hispanic'], ['3']), (['Black alone'], ['2']), (['Two or more races'], ['1'])] ",Warren-County,28.182187,63.029239,8.788575,16313,41.78,-79.09
915,Columbus,824,50.8,46625,46.1,53.9,26371,94369," [(['White alone'], ['812']), (['Two or more races'], ['8']), (['Asian alone'], ['2']), (['Hispanic'], ['2'])] ",Warren-County,28.182187,63.029239,8.788575,16405,41.95,-79.58
916,Russell,1408,51.5,46625,48.4,51.6,26371,94369," [(['White alone'], ['1,359']), (['Two or more races'], ['15']), (['Asian alone'], ['12']), (['Hispanic'], ['11']), (['Black alone'], ['6']), (['American Indian alone'], ['5'])] ",Warren-County,28.182187,63.029239,8.788575,16345,41.92,-79.14
917,Sheffield,1132,43.3,37440,56.6,43.4,18941,66650," [(['White alone'], ['1,123']), (['Two or more races'], ['4']), (['Asian alone'], ['2']), (['Hispanic'], ['2']), (['Black alone'], ['1'])] ",Warren-County,28.182187,63.029239,8.788575,16347,41.69,-79.02
918,Sugar Grove,604,44.5,53128,53.1,46.9,25974,112952," [(['White alone'], ['593']), (['Two or more races'], ['11']), (['Black alone'], ['5']), (['Asian alone'], ['3']), (['American Indian alone'], ['1']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Warren-County,28.182187,63.029239,8.788575,16350,41.98,-79.34
919,Tidioute,672,52.0,32867,46.2,53.8,20036,77551," [(['White alone'], ['679']), (['Hispanic'], ['6']), (['Two or more races'], ['3'])] ",Warren-County,28.182187,63.029239,8.788575,16351,41.68,-79.4
920,Warren,9410,42.7,40135,46.4,53.6,25526,84403," [(['White alone'], ['8,952']), (['Hispanic'], ['192']), (['Asian alone'], ['82']), (['Black alone'], ['76']), (['Two or more races'], ['21']), (['American Indian alone'], ['6'])] ",Warren-County,28.182187,63.029239,8.788575,16365,41.84,-79.14
921,Youngsville,1678,45.2,51688,48.4,51.6,25299,88971," [(['White alone'], ['1,684']), (['Hispanic'], ['18']), (['Two or more races'], ['13']), (['Black alone'], ['9']), (['Asian alone'], ['3']), (['American Indian alone'], ['2'])] ",Warren-County,28.182187,63.029239,8.788575,16371,41.85,-79.31
922,Clark,633,51.4,67581,49.2,50.8,29454,175137," [(['White alone'], ['629']), (['Two or more races'], ['4']), (['Other race alone'], ['3']), (['Hispanic'], ['3']), (['Black alone'], ['1'])] ",Mercer-County,29.757764,59.755762,10.486474,16113,41.28,-80.4
923,Farrell,4829,40.9,34441,47.2,52.8,17953,63648," [(['Black alone'], ['2,463']), (['White alone'], ['2,300']), (['Two or more races'], ['241']), (['Hispanic'], ['72']), (['Other race alone'], ['14']), (['American Indian alone'], ['12']), (['Asian alone'], ['8']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Mercer-County,29.757764,59.755762,10.486474,16121,41.2,-80.49
924,Fredonia,487,36.1,43180,46.3,53.7,18980,76315," [(['White alone'], ['483']), (['Hispanic'], ['10']), (['Two or more races'], ['7']), (['American Indian alone'], ['1']), (['Asian alone'], ['1'])] ",Mercer-County,29.757764,59.755762,10.486474,16124,41.32,-80.25
925,Greenville,5870,30.5,43854,51.7,48.3,19138,82073," [(['White alone'], ['5,505']), (['Black alone'], ['122']), (['Two or more races'], ['68']), (['Asian alone'], ['22']), (['Hispanic'], ['21']), (['American Indian alone'], ['5'])] ",Mercer-County,29.757764,59.755762,10.486474,16125,41.4,-80.38
926,Grove City,8215,25.9,48234,47.4,52.6,20079,124994," [(['White alone'], ['7,909']), (['Asian alone'], ['113']), (['Black alone'], ['104']), (['Hispanic'], ['95']), (['Two or more races'], ['83']), (['American Indian alone'], ['15']), (['Other race alone'], ['3'])] ",Mercer-County,29.757764,59.755762,10.486474,16127,41.15,-80.08
927,Hermitage,16118,49.4,60082,48.6,51.4,32848,141010," [(['White alone'], ['14,692']), (['Black alone'], ['724']), (['Hispanic'], ['225']), (['Asian alone'], ['123']), (['Two or more races'], ['131']), (['Other race alone'], ['48']), (['American Indian alone'], ['13'])] ",Mercer-County,29.757764,59.755762,10.486474,16148,41.22,-80.44
928,Jackson Center,221,45.3,55335,54.6,45.4,25974,104685,*,Mercer-County,29.757764,59.755762,10.486474,16133,41.27,-80.13
929,Jamestown,600,49.0,46264,49.2,50.8,23630,80712," [(['White alone'], ['611']), (['Asian alone'], ['2']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['2']), (['Two or more races'], ['1']), (['Hispanic'], ['1'])]",Mercer-County,29.757764,59.755762,10.486474,16134,41.48,-80.43
930,Mercer,1951,41.7,52596,50.8,49.2,27735,112850," [(['White alone'], ['1,930']), (['Two or more races'], ['23']), (['Black alone'], ['20']), (['Hispanic'], ['17']), (['Asian alone'], ['8']), (['American Indian alone'], ['3']), (['Other race alone'], ['1'])] ",Mercer-County,29.757764,59.755762,10.486474,16137,41.22,-80.23
931,Sandy Lake,649,43.5,38554,48.1,51.9,24370,124365," [(['White alone'], ['643']), (['Two or more races'], ['7']), (['Black alone'], ['4']), (['Asian alone'], ['2']), (['Hispanic'], ['2']), (['American Indian alone'], ['1'])] ",Mercer-County,29.757764,59.755762,10.486474,16145,41.34,-80.08
932,Sharon,13669,40.4,34570,44.8,55.2,23217,64172," [(['White alone'], ['10,391']), (['Black alone'], ['2,105']), (['Two or more races'], ['549']), (['Asian alone'], ['330']), (['Hispanic'], ['244']), (['American Indian alone'], ['10']), (['Other race alone'], ['8'])] ",Mercer-County,29.757764,59.755762,10.486474,16146,41.23,-80.49
933,Sharpsville,4304,42.3,45036,51.0,49.0,24437,89401," [(['White alone'], ['4,182']), (['Black alone'], ['98']), (['Two or more races'], ['72']), (['Hispanic'], ['37']), (['Asian alone'], ['24']), (['American Indian alone'], ['2'])] ",Mercer-County,29.757764,59.755762,10.486474,16150,41.25,-80.48
934,Stoneboro,1024,51.1,46626,50.6,49.4,27020,82701," [(['White alone'], ['1,030']), (['Two or more races'], ['10']), (['Hispanic'], ['8']), (['Asian alone'], ['2']), (['American Indian alone'], ['1'])] ",Mercer-County,29.757764,59.755762,10.486474,16153,41.33,-80.1
935,West Middlesex,846,43.5,47795,48.8,51.2,25887,100916," [(['White alone'], ['834']), (['Black alone'], ['10']), (['Two or more races'], ['9']), (['Other race alone'], ['4']), (['Asian alone'], ['3']), (['Hispanic'], ['3'])] ",Mercer-County,29.757764,59.755762,10.486474,16159,41.17,-80.45
936,Wheatland,616,47.6,30389,45.8,54.2,20281,54645," [(['White alone'], ['485']), (['Black alone'], ['112']), (['Two or more races'], ['16']), (['Hispanic'], ['16']), (['Asian alone'], ['2']), (['American Indian alone'], ['1'])] ",Mercer-County,29.757764,59.755762,10.486474,16161,41.19,-80.49
937,Dallastown,4016,42.8,50447,52.6,47.4,23439,129281," [(['White alone'], ['3,718']), (['Hispanic'], ['161']), (['Black alone'], ['95']), (['Two or more races'], ['53']), (['Other race alone'], ['9']), (['American Indian alone'], ['5']), (['Asian alone'], ['6']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['2'])]",York-County,31.441754,57.09482,11.463427,17313,39.89,-76.64
938,Delta,724,45.5,60789,54.7,45.3,25774,155035," [(['White alone'], ['693']), (['Black alone'], ['11']), (['Hispanic'], ['10']), (['Two or more races'], ['9']), (['Asian alone'], ['3']), (['American Indian alone'], ['2'])] ",York-County,31.441754,57.09482,11.463427,17314,39.72,-76.32
939,Dillsburg,2569,41.5,51962,43.4,56.6,26332,173840," [(['White alone'], ['2,421']), (['Two or more races'], ['49']), (['Hispanic'], ['44']), (['Asian alone'], ['29']), (['Black alone'], ['16']), (['American Indian alone'], ['4'])] ",York-County,31.441754,57.09482,11.463427,17019,40.11,-77.03
940,Dover,1991,38.2,65822,48.1,51.9,28221,149414," [(['White alone'], ['1,864']), (['Hispanic'], ['51']), (['Black alone'], ['40']), (['Two or more races'], ['33']), (['Asian alone'], ['10']), (['Other race alone'], ['7']), (['American Indian alone'], ['2'])] ",York-County,31.441754,57.09482,11.463427,17315,40.0,-76.84
941,East Prospect,936,34.3,68889,50.7,49.3,24920,139910," [(['White alone'], ['863']), (['Hispanic'], ['23']), (['Black alone'], ['10']), (['Two or more races'], ['7']), (['Asian alone'], ['2'])] ",York-County,31.441754,57.09482,11.463427,17317,39.97,-76.52
942,Emigsville,2672,34.0,52995,49.8,50.2,25406,144406," [(['White alone'], ['2,375']), (['Black alone'], ['103']), (['Hispanic'], ['99']), (['Two or more races'], ['48']), (['Asian alone'], ['29']), (['American Indian alone'], ['9']), (['Other race alone'], ['8']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",York-County,31.441754,57.09482,11.463427,17318,40.0,-76.73
943,Fawn Grove,455,37.2,64665,48.3,51.7,27309,178439," [(['White alone'], ['446']), (['Two or more races'], ['2']), (['Hispanic'], ['2']), (['Asian alone'], ['1']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",York-County,31.441754,57.09482,11.463427,17321,39.72,-76.45
944,Felton,507,39.5,59789,50.7,49.3,24524,156875," [(['White alone'], ['492']), (['Hispanic'], ['8']), (['Black alone'], ['3']), (['Two or more races'], ['3'])] ",York-County,31.441754,57.09482,11.463427,17322,39.85,-76.56
945,Franklintown,487,31.6,44108,59.1,40.9,24629,111396," [(['White alone'], ['459']), (['Hispanic'], ['12']), (['Two or more races'], ['8']), (['Black alone'], ['7']), (['Asian alone'], ['2']), (['Other race alone'], ['1'])] ",York-County,31.441754,57.09482,11.463427,17323,40.07,-77.02
946,Glen Rock,2019,39.5,66819,52.0,48.0,29899,164233," [(['White alone'], ['1,894']), (['Hispanic'], ['46']), (['Black alone'], ['43']), (['Two or more races'], ['26']), (['American Indian alone'], ['8']), (['Asian alone'], ['6']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1']), (['Other race alone'], ['1'])]",York-County,31.441754,57.09482,11.463427,17327,39.79,-76.73
947,Hanover,15454,39.9,47213,46.4,53.6,26840,155853," [(['White alone'], ['13,631']), (['Hispanic'], ['1,121']), (['Two or more races'], ['198']), (['Black alone'], ['155']), (['Asian alone'], ['149']), (['American Indian alone'], ['21']), (['Other race alone'], ['9']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['5'])]",York-County,31.441754,57.09482,11.463427,17331,39.81,-76.98
948,Jefferson,737,34.6,67398,53.8,46.2,23148,161065," [(['White alone'], ['719']), (['Black alone'], ['5']), (['Two or more races'], ['5']), (['Hispanic'], ['3']), (['American Indian alone'], ['1'])] ",York-County,31.441754,57.09482,11.463427,15344,39.93,-80.05
949,Lewisberry,363,43.5,47831,45.3,54.7,26835,163007," [(['White alone'], ['342']), (['Hispanic'], ['11']), (['Two or more races'], ['5']), (['Asian alone'], ['2']), (['Black alone'], ['1']), (['American Indian alone'], ['1'])] ",York-County,31.441754,57.09482,11.463427,17339,40.13,-76.86
950,Loganville,1232,36.6,76704,48.6,51.4,33530,196834," [(['White alone'], ['1,185']), (['Black alone'], ['17']), (['Asian alone'], ['15']), (['Two or more races'], ['13']), (['Hispanic'], ['10'])] ",York-County,31.441754,57.09482,11.463427,17342,39.85,-76.7
951,Manchester,2753,43.8,58595,49.3,50.7,31203,139603," [(['White alone'], ['2,483']), (['Hispanic'], ['107']), (['Black alone'], ['84']), (['Two or more races'], ['51']), (['Asian alone'], ['29']), (['Other race alone'], ['7']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['2'])]",York-County,31.441754,57.09482,11.463427,17345,40.06,-76.72
952,Mount Wolf,1381,38.3,58287,52.8,47.2,27716,128463," [(['White alone'], ['1,299']), (['Hispanic'], ['44']), (['Two or more races'], ['26']), (['Black alone'], ['13']), (['Asian alone'], ['9']), (['American Indian alone'], ['2'])] ",York-County,31.441754,57.09482,11.463427,17347,40.06,-76.7
953,New Freedom,4565,43.5,86015,47.9,52.1,35249,258153," [(['White alone'], ['4,144']), (['Black alone'], ['98']), (['Hispanic'], ['97']), (['Asian alone'], ['64']), (['Two or more races'], ['42']), (['American Indian alone'], ['8']), (['Other race alone'], ['11'])] ",York-County,31.441754,57.09482,11.463427,17349,39.73,-76.69
954,New Salem,777,50.4,85267,51.0,49.0,33376,186001," [(['White alone'], ['684']), (['Black alone'], ['18']), (['Hispanic'], ['12']), (['Two or more races'], ['9']), (['Asian alone'], ['1'])] ",York-County,31.441754,57.09482,11.463427,15468,39.9,-76.79
955,Railroad,278,39.4,61094,55.4,44.6,26093,187023," [(['White alone'], ['272']), (['Black alone'], ['4']), (['Two or more races'], ['2'])] ",York-County,31.441754,57.09482,11.463427,17355,39.76,-76.69
956,Red Lion,6319,35.6,44218,42.8,57.2,21009,122332," [(['White alone'], ['6,004']), (['Hispanic'], ['145']), (['Black alone'], ['89']), (['Two or more races'], ['83']), (['Asian alone'], ['30']), (['American Indian alone'], ['21']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",York-County,31.441754,57.09482,11.463427,17356,39.89,-76.6
